target,text
0,fuck babe miss sooooo much wish sleep bed lonely sleep dream love
0,living simple loving also simple laughing simple winning tooo simple simple difficult gud nte
1,secret admirer looking make contact ufind rreveal thinks specialcall
0,well confuses things doesnût
1,free text msgs text well credit account
0,dear call urgnt dont know whats problem dont want work problem least tell wating reply
0,dear
1,selected stay top british hotels nothing holiday worth claim call london swss
0,yes princess want make happy
0,sounds like many talents would like dinner date next week
0,going film day sorry
0,watching movie already wants shop shopping
0,hello little party animal thought buzz friends grins reminding loved send naughty adoring kiss
0,yesterday going home
1,eerie nokia tones rply tone title tone dracula titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk poboxwwq
0,come life brought sun shiny warming heart putting constant smile face making feel loved cared
0,shit wasnt surprised went spent evening french guy met town fooled around bit didnt let fuck
1,anetworks allow companies bill sms responsible suppliers
0,great comedycant stop laughing
1,freemsgfeelin kinda lnly hope like keep company jst got cam moby wanna pictxt reply date msgp rcv hlp stop
0,alright set text man
0,theyre keen kind feel shouldnt tomo dont mind
0,sleeping feeling well
0,switch fone dammit
0,india take lead
0,ill post class
0,thts wat wright brother fly
0,evening good somewhat event laden fill dont worry head throat wrecked see six
0,laugh really loud talk spontaneously dont care others feel probably dear amp best friends goodevening dear
0,laptop take
0,dont file bagi work called mei tell find anything room
0,wan early lei outside wun home early neva mind
1,chance win cash every txt action tscs wwwmovietriviatv custcare xpwk
0,bugis juz wat walking home oredi late reply oso saw top dat like din buy
0,wishing family merry mas happy new year advance
0,
0,yes posted couple pics theres still snow outside waking
0,sif one good partnership going take lead
1,rgent attempt contact call tcsbcmwcnxx callcost ppm mobilesvary maxå
0,yeah wheres class
0,send bec temple
0,arent coming home class right need work shower
1,lookin saucy daytime fun wiv busty married woman free next week chat sort time janinexx callsåminmobsmorelkpoboxhpfl
0,mostly like
0,fan
0,dunno cos late reach inside already ate spageddies lor gals laughing lor
0,guess spent last night phasing fourth dimension
0,dad gonna call gets work ask crazy questions
0,yesbut said
0,hurting meaningful lines ever compromised everything love
0,lmaonice
0,glad see reply
1,urgent trying contact todays draw shows prize guaranteed call land line claim valid hrs
1,monthly password wap mobsicom use wap phone
0,nah dub still buff
0,painful words thought happy toughest thing earth
0,yeah thats fine get
0,lol come ideas
0,many people seems special first sight remain special till last sight maintain till life ends shjas
0,today song dedicated day song dedicate send valuable frnds first rply
0,okay wait
0,lei
0,babe likely bed sorry tonight really wanna see tomorrow call love xxx
0,already squatting new way walking
0,want bold torch
0,cramps stopped going back sleep
1,todays vodafone numbers ending last four digits selected received award number matches please call claim award
1,free top ringtone sub weekly ringtoneget week freesend subpoly per weekstop sms
0,nan sonathaya soladha boss
0,bring tat forget
1,sunshine quiz wkly win top sony dvd player know country algarve txt ansr sptyrone
0,dont know raping dudes poker
0,weightloss girl friends make loads money ebay something give thanks god
0,see message leaving congrats dear school wat plans
0,eatin later eatin wif frens lei going home first
0,finish already yar keep saying mushy embarrassed
0,sorry man stash ran dry last night cant pick sunday
0,hai priya right doctor said
1,free msg sorry service ordered could delivered sufficient credit please top receive service
0,
0,please ask mummy call father
0,come room cannot come house cos house still messy haha
0,lost kilos today
0,taste fish curry
0,might accidant tookplace somewhere ghodbandar traffic moves slovely plz slip amp dont worry
0,yun ahnow wkg wherebtw nus wana specialise wad
0,yes one woman man please tell likes dislikes bed
0,test earlier appreciate call tomorrow
0,hows loverboy keeps coming queen hmmm doesnt ache speak miss desparately
0,meet fren dun wan meet muz guy rite
0,promises though havent even gotten dinner yet
0,got back dislikes bed
0,turns stereo love phone unknown album
1,hard live chat pmin choose girl connect live call cheap chat uks biggest live service bcmwcnxx
0,yeah dont see
0,asking knw may frnds classmates
0,sorry earlier putting firesare around talk actually life lol
1,wow boys back take tour win vip tickets prebook vip club txt club trackmarque ltd infovipclubu
0,missionary hook doggy hook standing
0,better sleep dun disturb liao wake msg lor
0,fighting world easy either win lose fightng some close dificult lose lose win still lose
0,watching house entertaining getting whole hugh laurie thing even stick indeed especially stick
0,thought praps meant another one goodo ill look tomorrow
0,jon pete ive bin spain recently hav sum dinero left bill said åôrents mayb interested hav pes around james
0,bold ltgt
0,know shall speak ltgt minutes
0,alrite hunnywot nite didnt end goin town jus pub instead jus chillin bedroomlove jen xxx
0,went project centre
0,per request maangalyam alaipayuthe set callertune callers press copy friends callertune
0,lol yeah point guess
0,project frens lor
0,lol well quality aint bad aint complaining
0,happen tonight
1,mandy sullivan calling hotmix fmyou chosen receive easter prize drawplease telephone claim prize transferred someone else
0,think going finns come
0,tired special
0,come tomorrow
0,cant pick phone right pls send message
0,sleep well take rest
0,guys never invite anywhere
1,going bahamas callfreefone speak live operator claim either bahamas cruise ofå cash only opt txt
0,want please inside outside bedroom
0,calm downon theacusations itxt cos iwana know wotu doin thewend haventcn agesring nething satlove xxx
0,love wine dine lady
1,someone conacted dating service entered phone fancy youto find call landline poboxntf
0,iåõm cool luv vtired cause doin loads planning got social services inspection nursery take care spk
0,know account detailsi ask mom send youmy mom reach
0,think wrong number
0,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
0,late love mum
0,got itmail panren paru
0,thinking chuckin red green black trainners save carryin bac train
0,give one miss number please
0,jus came back lunch wif sis leh
0,schedule next week town weekend
0,really gooddhanush rocks
0,lmao wont needing hair anymore
0,miss need want love
0,sorry free
0,ever get song stuck head reason wont away til listen like times
0,yet chikkusimple habbahw abt
0,got mail dileepthank muchand look forward lots supportvery less contacts hereremember one venugopal mentionedtomorrow latei shall try come till theregoodnight dear
0,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl
0,joys father john john name joys father mandan
1,ibh customer loyalty offer new nokia mobile txtauctiontxt wordstart get nowt
0,yijue regarding textbook intro algorithms second edition selling
1,sms auction nokia get win free auction take part send nokia hgsuitelands rowwjhl
0,want come
0,little difficult simple way enter place
0,thing got watch thk tonight already haf smth mind
0,dont show far put new pictures facebook
0,watching got new job
0,good afternoon sexy buns goes job search wake first thought always love wish fine happy know adore
0,coming whatever want
0,chikku favourite song
0,see posted facebook
1,call freephone
1,buy space invaders chance win orig arcade game console press games arcade std wap charge see ocoukgames terms settings purchase
0,wonders world style smile personality nature sms lovely friendship good morning dear
1,loan purpose homeowners tenants welcome previously refused still help call free text back help
1,big brother alert computer selected cash voucher call ntt box cro landline cost ppm mobiles vary
0,well later
0,uncles atlanta wish guys great semester
0,dear free messages without recharge
0,dont search love let love find thats called falling love bcoz dont force fall know smeone hold bslvyl
0,dun believe thk told
0,know god created gap fingers one made comes amp fills gaps holding hand love
0,yessura sun tvlol
0,arun transfr amt
0,takin shower yeah ill leave done
0,working eyes philosophy text later bit free chat
0,havenåõt lost ill always didnåõt intend hurt never knew felt iwasmarinethatåõs itriedtell urmomi careabout
